"","island","sitename","depthname","quad","species","colony","depth","allfates","fate_t","year","asize","psize","yearNext","asizeNext","psizeNext","survIPM","fateIPM","fec1","spcover","allcover","twoyear","site","trans","utrans","uquad","uyear","tyear","ucolony","fyear","fyearNext","Pgrowth","Pfuse","Pfiss","Psurv","fate","size","sizeNext","size2","grArea","spcoverD"
"6319","Ma","Molo","13m","Q4","MC","12",13,"SSS","S",2002,0.761697,3.592365,2003,3.44961,11.188118,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.12","2002","2003",1,0,0,1,"growth",-0.272206440169638,1.23826118117511,0.0740963460698269,1.51046762134475,-0.0808173489422644
"6320","Ma","Molo","13m","Q4","MC","15",13,"SSS","S",2002,108.025408,74.848806,2003,92.169847,68.56003,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.15","2002","2003",1,0,0,1,"growth",4.68236645871436,4.52363303802806,21.9245556536932,-0.158733420686295,-0.0808173489422644
"6321","Ma","Molo","13m","Q4","MC","16",13,"SSS","S",2002,50.54081,42.618757,2003,53.686643,43.321898,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.16","2002","2003",1,0,0,1,"growth",3.922781128741,3.98316423686969,15.3882117840065,0.0603831081286901,-0.0808173489422644
"6322","Ma","Molo","13m","Q4","MC","17",13,"SSS","S",2002,62.251486,48.225301,2003,63.606557,48.225902,1,"growth",0,1139.995357,2142.560754,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2002","Molokini.13m.2002","Molokini.13m.Q4.MC.17","2002","2003",1,0,0,1,"growth",4.13118240654584,4.15271656251617,17.0666680761539,0.0215341559703314,-0.0808173489422644
"6341","Ma","Molo","13m","Q5","MC","01",13,"ISS","S",2002,500.578922,149.896056,2003,832.373018,256.134652,1,"growth",0,1643.289939,2256.597773,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2002","Molokini.13m.2002","Molokini.13m.Q5.MC.01","2002","2003",1,0,0,1,"growth",6.21576527263778,6.72428067928964,38.6357379245298,0.508515406651861,0.324991012736664
"6342","Ma","Molo","13m","Q5","MC","01a",13,"ISS","S",2002,557.662455,174.203516,2003,107.547433,53.758248,1,"growth",0,1643.289939,2256.597773,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2002","Molokini.13m.2002","Molokini.13m.Q5.MC.01a","2002","2003",1,0,0,1,"growth",6.32375385998894,4.67793198746051,39.989862881725,-1.64582187252843,0.324991012736664
"6343","Ma","Molo","13m","Q5","MC","04",13,"MIS","S",2002,387.663138,172.602594,2003,436.453641,197.731401,1,"growth",0,1643.289939,2256.597773,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2002","Molokini.13m.2002","Molokini.13m.Q5.MC.04","2002","2003",1,0,0,1,"growth",5.96013676148755,6.07868216345381,35.5232302156353,0.118545401966267,0.324991012736664
"6386","Ma","Molo","07m","Q1","MC","02",7,"SSSS","S",2003,10.230583,15.051179,2004,10.178942,16.721155,1,"growth",0,41.969363,1853.640416,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2003","Molokini.07m.2003","Molokini.07m.Q1.MC.02","2003","2004",1,0,0,1,"growth",2.32538156758702,2.32032107644827,5.40739943487347,-0.00506049113875043,-0.834123517435711
"6387","Ma","Molo","07m","Q1","MC","03",7,"SSIS","S",2003,28.335394,39.325193,2004,33.511758,43.723197,1,"growth",0,41.969363,1853.640416,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2003","Molokini.07m.2003","Molokini.07m.Q1.MC.03","2003","2004",1,0,0,1,"growth",3.34411169458932,3.5118963623248,11.183083025889,0.167784667735479,-0.834123517435711
"6388","Ma","Molo","07m","Q1","MC","03a",7,"IS","S",2003,3.403386,11.421038,2004,1.282395,5.730018,1,"growth",0,41.969363,1853.640416,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q1","Molokini.07m.Q1.2003","Molokini.07m.2003","Molokini.07m.Q1.MC.03a","2003","2004",1,0,0,1,"growth",1.22477081841321,0.248729423366117,1.50006355763657,-0.976041395047097,-0.834123517435711
"6460","Ma","Molo","07m","Q2","MC","06a",7,"IISS","S",2003,2.837464,8.197549,2004,8.501005,13.088687,1,"growth",0,122.993455,2320.575319,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2003","Molokini.07m.2003","Molokini.07m.Q2.MC.06a","2003","2004",1,0,0,1,"growth",1.04291069550237,2.14018439180115,1.08766271879323,1.09727369629878,-0.513890127571648
"6461","Ma","Molo","07m","Q2","MC","07",7,"RSSS","S",2003,20.987507,22.735556,2004,26.932491,24.229961,1,"growth",0,122.993455,2320.575319,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q2","Molokini.07m.Q2.2003","Molokini.07m.2003","Molokini.07m.Q2.MC.07","2003","2004",1,0,0,1,"growth",3.04392735593547,3.2933334016174,9.26549374821229,0.249406045681932,-0.513890127571648
"6523","Ma","Molo","07m","Q3","MC","04",7,"SSSS","S",2003,5.066309,16.497805,2004,20.535209,26.026802,1,"growth",0,984.821976,2513.602147,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q3","Molokini.07m.Q3.2003","Molokini.07m.2003","Molokini.07m.Q3.MC.04","2003","2004",1,0,0,1,"growth",1.62261254458712,3.02214092510204,2.63287146985148,1.39952838051492,2.89233463779026
"6587","Ma","Molo","07m","Q4","MC","02a",7,"IS","S",2003,2.325524,7.231481,2004,1.883333,6.122708,1,"growth",0,173.830751,2055.661775,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2003","Molokini.07m.2003","Molokini.07m.Q4.MC.02a","2003","2004",1,0,0,1,"growth",0.843945389989973,0.633043079499074,0.712243821285327,-0.210902310490899,-0.31296470862832
"6588","Ma","Molo","07m","Q4","MC","03",7,"SUSS","S",2003,59.513968,39.922109,2004,61.834444,65.311598,1,"growth",0,173.830751,2055.661775,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2003","Molokini.07m.2003","Molokini.07m.Q4.MC.03","2003","2004",1,0,0,1,"growth",4.08621104130316,4.12446055548221,16.6971206740678,0.0382495141790555,-0.31296470862832
"6589","Ma","Molo","07m","Q4","MC","05",7,"SSSS","S",2003,8.293423,13.527375,2004,9.264444,15.337734,1,"growth",0,173.830751,2055.661775,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q4","Molokini.07m.Q4.2003","Molokini.07m.2003","Molokini.07m.Q4.MC.05","2003","2004",1,0,0,1,"growth",2.11546279104153,2.2261838471433,4.47518282028121,0.110721056101768,-0.31296470862832
"6622","Ma","Molo","07m","Q5","MC","01",7,"RSUS","S",2003,111.905876,72.301571,2004,68.76798,57.026141,1,"growth",0,364.52905,2328.863508,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2003","Molokini.07m.2003","Molokini.07m.Q5.MC.01","2003","2004",1,0,0,1,"growth",4.7176581251099,4.23073822962711,22.2562981854155,-0.486919895482792,0.440736582218365
"6623","Ma","Molo","07m","Q5","MC","03",7,"RUS","S",2003,195.188578,110.391063,2004,185.967625,120.934105,1,"growth",0,364.52905,2328.863508,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2003","Molokini.07m.2003","Molokini.07m.Q5.MC.03","2003","2004",1,0,0,1,"growth",5.2739661579227,5.22557259942337,27.8147190349139,-0.0483935584993327,0.440736582218365
"6624","Ma","Molo","07m","Q5","MC","07",7,"RUIS","S",2003,23.748827,33.152379,2004,26.142477,38.005324,1,"growth",0,364.52905,2328.863508,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2003","Molokini.07m.2003","Molokini.07m.Q5.MC.07","2003","2004",1,0,0,1,"growth",3.16753313978727,3.26356146269678,10.0332661916506,0.0960283229095142,0.440736582218365
"6625","Ma","Molo","07m","Q5","MC","07a",7,"IS","S",2003,2.379536,6.693724,2004,5.854245,13.129875,1,"growth",0,364.52905,2328.863508,0,"Molokini","07m","Molokini.07m","Molokini.07m.Q5","Molokini.07m.Q5.2003","Molokini.07m.2003","Molokini.07m.Q5.MC.07a","2003","2004",1,0,0,1,"growth",0.866905510693412,1.76716703911925,0.751525164470606,0.900261528425839,0.440736582218365
"6636","Ma","Molo","13m","Q1","MC","01",13,"SUSS","S",2003,260.873959,89.747134,2004,266.236235,122.39496,1,"growth",0,715.975276,2796.306369,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2003","Molokini.13m.2003","Molokini.13m.Q1.MC.01","2003","2004",1,0,0,1,"growth",5.56403737497254,5.58438401615665,30.9585119100913,0.020346641184115,-0.422706374859846
"6637","Ma","Molo","13m","Q1","MC","05",13,"SSSS","S",2003,20.782585,27.132898,2004,18.763434,23.061321,1,"growth",0,715.975276,2796.306369,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q1","Molokini.13m.Q1.2003","Molokini.13m.2003","Molokini.13m.Q1.MC.05","2003","2004",1,0,0,1,"growth",3.03411537639429,2.93190997586716,9.20585611727228,-0.102205400527133,-0.422706374859846
"6643","Ma","Molo","13m","Q2","MC","01",13,"ISSS","S",2003,467.187315,232.12811,2004,924.806667,320.207767,1,"growth",0,947.560334,2550.003764,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2003","Molokini.13m.2003","Molokini.13m.Q2.MC.01","2003","2004",1,0,0,1,"growth",6.14673028003241,6.82958470701842,37.7822931354672,0.68285442698602,-0.235978449828657
"6648","Ma","Molo","13m","Q2","MC","03",13,"SSIS","S",2003,14.072561,24.474031,2004,32.095556,48.328973,1,"growth",0,947.560334,2550.003764,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q2","Molokini.13m.Q2.2003","Molokini.13m.2003","Molokini.13m.Q2.MC.03","2003","2004",1,0,0,1,"growth",2.64422687304198,3.46871757818434,6.99193575611735,0.824490705142362,-0.235978449828657
"6674","Ma","Molo","13m","Q3","MC","01",13,"SSSS","S",2003,1277.274346,219.756436,2004,1232.481195,246.487602,1,"growth",0,2093.311117,2764.390807,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q3","Molokini.13m.Q3.2003","Molokini.13m.2003","Molokini.13m.Q3.MC.01","2003","2004",1,0,0,1,"growth",7.15248366929368,7.11678464819396,51.1580226395128,-0.0356990210997231,0.68784482340018
"6681","Ma","Molo","13m","Q3","MC","07",13,"SUSS","S",2003,25.885665,26.033798,2004,13.831978,17.140194,1,"growth",0,2093.311117,2764.390807,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q3","Molokini.13m.Q3.2003","Molokini.13m.2003","Molokini.13m.Q3.MC.07","2003","2004",1,0,0,1,"growth",3.25368934057824,2.62698315786498,10.5864943249925,-0.626706182713267,0.68784482340018
"6697","Ma","Molo","13m","Q4","MC","01",13,"SUSS","S",2003,470.535877,139.383038,2004,397.738912,144.104526,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.01","2003","2004",1,0,0,1,"growth",6.15387220904075,5.98579579002229,37.8701431652041,-0.16807641901846,-0.0265249361118459
"6700","Ma","Molo","13m","Q4","MC","05",13,"SISS","S",2003,10.908895,26.036268,2004,8.081962,12.061047,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.05","2003","2004",1,0,0,1,"growth",2.38957851148909,2.08963466483875,5.71008546257041,-0.299943846650344,-0.0265249361118459
"6701","Ma","Molo","13m","Q4","MC","05a",13,"IUS","S",2003,31.635582,33.465827,2004,27.275828,30.391816,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.05a","2003","2004",1,0,0,1,"growth",3.45428249977433,3.30600088872857,11.9320675882472,-0.148281611045765,-0.0265249361118459
"6702","Ma","Molo","13m","Q4","MC","06",13,"SUSS","S",2003,36.953507,42.518254,2004,22.777976,30.147715,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.06","2003","2004",1,0,0,1,"growth",3.60966055493365,3.12579410420335,13.0296493218439,-0.483866450730302,-0.0265249361118459
"6705","Ma","Molo","13m","Q4","MC","08",13,"SSSS","S",2003,76.495566,48.936811,2004,139.016723,71.621748,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.08","2003","2004",1,0,0,1,"growth",4.33723277836839,4.93459423524662,18.8115881737531,0.597361456878235,-0.0265249361118459
"6721","Ma","Molo","13m","Q4","MC","16",13,"SSSS","S",2003,53.686643,43.321898,2004,54.472338,46.95701,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.16","2003","2004",1,0,0,1,"growth",3.98316423686969,3.99769301318418,15.8655973378777,0.0145287763144911,-0.0265249361118459
"6722","Ma","Molo","13m","Q4","MC","17",13,"SSSS","S",2003,63.606557,48.225902,2004,54.212175,64.203053,1,"growth",0,1207.330286,2248.327867,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q4","Molokini.13m.Q4.2003","Molokini.13m.2003","Molokini.13m.Q4.MC.17","2003","2004",1,0,0,1,"growth",4.15271656251617,3.99290551421615,17.2450548485961,-0.159811048300027,-0.0265249361118459
"6735","Ma","Molo","13m","Q5","MC","01",13,"ISSS","S",2003,832.373018,256.134652,2004,927.113722,254.46797,1,"growth",0,1505.700617,2109.141627,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2003","Molokini.13m.2003","Molokini.13m.Q5.MC.01","2003","2004",1,0,0,1,"growth",6.72428067928964,6.83207623549574,45.215950653868,0.107795556206102,0.214052211998025
"6736","Ma","Molo","13m","Q5","MC","01a",13,"ISSS","S",2003,107.547433,53.758248,2004,108.542313,64.8604,1,"growth",0,1505.700617,2109.141627,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2003","Molokini.13m.2003","Molokini.13m.Q5.MC.01a","2003","2004",1,0,0,1,"growth",4.67793198746051,4.68714007852429,21.8830476793062,0.00920809106377984,0.214052211998025
"6748","Ma","Molo","13m","Q5","MC","05",13,"RS","S",2003,19.788229,25.42798,2004,38.539444,38.363003,1,"growth",0,1505.700617,2109.141627,0,"Molokini","13m","Molokini.13m","Molokini.13m.Q5","Molokini.13m.Q5.2003","Molokini.13m.2003","Molokini.13m.Q5.MC.05","2003","2004",1,0,0,1,"growth",2.9850872659688,3.65168223631236,8.91074598544911,0.666594970343554,0.214052211998025
"6784","Ma","Olow","03m","Q1","MC","05",3,"S","S",1999,2.657742,6.639762,2000,2.006667,6.262742,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.05","1999","2000",1,0,0,1,"growth",0.977476890117143,0.696475136765563,0.955461070713081,-0.28100175335158,2.09222465207295
"6798","Ma","Olow","03m","Q1","MC","13",3,"S","S",1999,2.916741,7.874935,2000,2.576667,6.971524,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.13","1999","2000",1,0,0,1,"growth",1.07046689709094,0.946496703297319,1.14589937776751,-0.123970193793625,2.09222465207295
"6799","Ma","Olow","03m","Q1","MC","14",3,"S","S",1999,2.138652,7.139356,2000,2.695556,7.27863,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.14","1999","2000",1,0,0,1,"growth",0.760175724017227,0.991604491060133,0.577867131385115,0.231428767042906,2.09222465207295
"6801","Ma","Olow","03m","Q1","MC","16",3,"S","S",1999,4.654327,10.27418,2000,3.201111,10.166211,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.16","1999","2000",1,0,0,1,"growth",1.53779732455193,1.16349793705005,2.36482061139906,-0.374299387501879,2.09222465207295
"6809","Ma","Olow","03m","Q1","MC","22",3,"S","S",1999,3.083942,7.758746,2000,4.403333,10.401913,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.22","1999","2000",1,0,0,1,"growth",1.12620864877975,1.48236175416589,1.2683459205863,0.356153105386148,2.09222465207295
"6810","Ma","Olow","03m","Q1","MC","23",3,"S","S",1999,9.519568,19.878896,2000,6.616667,11.811389,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.23","1999","2000",1,0,0,1,"growth",2.25334946962239,1.88959176884292,5.07758383224752,-0.363757700779472,2.09222465207295
"6811","Ma","Olow","03m","Q1","MC","24",3,"S","S",1999,1.93648,5.73683,2000,3.591111,8.10792,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.24","1999","2000",1,0,0,1,"growth",0.660871892008157,1.27846162537608,0.436751657646441,0.617589733367924,2.09222465207295
"6819","Ma","Olow","03m","Q1","MC","27",3,"S","S",1999,5.39526,13.322953,2000,1.701111,5.813926,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.27","1999","2000",1,0,0,1,"growth",1.68552079031995,0.531281567016584,2.84098033460078,-1.15423922330336,2.09222465207295
"6824","Ma","Olow","03m","Q1","MC","32",3,"S","S",1999,39.461785,41.044985,2000,8.226667,13.290881,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.32","1999","2000",1,0,0,1,"growth",3.67533273525307,2.10738095088772,13.5080707148228,-1.56795178436535,2.09222465207295
"6826","Ma","Olow","03m","Q1","MC","34",3,"S","S",1999,6.152585,11.323725,2000,7.586667,16.418902,1,"growth",0,821.12752,1261.987667,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q1","Olowalu.03m.Q1.1999","Olowalu.03m.1999","Olowalu.03m.Q1.MC.34","1999","2000",1,0,0,1,"growth",1.81687231870979,2.02639236452675,3.30102502249387,0.209520045816965,2.09222465207295
"6904","Ma","Olow","03m","Q2","MC","01",3,"S","S",1999,45.311224,37.648083,2000,30.935791,37.21266,1,"growth",0,233.910713,233.910713,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q2","Olowalu.03m.Q2.1999","Olowalu.03m.1999","Olowalu.03m.Q2.MC.01","1999","2000",1,0,0,1,"growth",3.81355477221839,3.43191379839906,14.5432000007097,-0.381640973819332,-0.119132588416279
"6905","Ma","Olow","03m","Q2","MC","02",3,"S","S",1999,11.98852,20.650546,2000,16.876338,25.068146,1,"growth",0,233.910713,233.910713,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q2","Olowalu.03m.Q2.1999","Olowalu.03m.1999","Olowalu.03m.Q2.MC.02","1999","2000",1,0,0,1,"growth",2.48394952522372,2.82591252250428,6.17000524385913,0.341962997280567,-0.119132588416279
"6909","Ma","Olow","03m","Q2","MC","05",3,"S","S",1999,1.318878,4.961132,2000,1.75981,5.641012,1,"growth",0,233.910713,233.910713,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q2","Olowalu.03m.Q2.1999","Olowalu.03m.1999","Olowalu.03m.Q2.MC.05","1999","2000",1,0,0,1,"growth",0.276781375143441,0.565205848677095,0.076607929626294,0.288424473533654,-0.119132588416279
"6920","Ma","Olow","03m","Q3","MC","01",3,"S","S",1999,7.785969,15.342029,2000,20.129403,31.132829,1,"growth",0,59.985731,255.457788,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q3","Olowalu.03m.Q3.1999","Olowalu.03m.1999","Olowalu.03m.Q3.MC.01","1999","2000",1,0,0,1,"growth",2.05232326767507,3.0021815819839,4.21203079504048,0.949858314308826,-0.774104080483362
"6925","Ma","Olow","03m","Q3","MC","05",3,"S","S",1999,1.317479,5.637844,2000,3.849017,8.67193,1,"growth",0,59.985731,255.457788,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q3","Olowalu.03m.Q3.1999","Olowalu.03m.1999","Olowalu.03m.Q3.MC.05","1999","2000",1,0,0,1,"growth",0.275720062027411,1.34781779102347,0.0760215526043996,1.07209772899606,-0.774104080483362
"6927","Ma","Olow","03m","Q3","MC","07",3,"S","S",1999,5.2283,12.302942,2000,1.990957,6.150424,1,"growth",0,59.985731,255.457788,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q3","Olowalu.03m.Q3.1999","Olowalu.03m.1999","Olowalu.03m.Q3.MC.07","1999","2000",1,0,0,1,"growth",1.6540861774362,0.688615427661494,2.73600108238549,-0.965470749774704,-0.774104080483362
"6928","Ma","Olow","03m","Q3","MC","08",3,"S","S",1999,1.774078,6.512463,2000,1.314056,5.012349,1,"growth",0,59.985731,255.457788,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q3","Olowalu.03m.Q3.1999","Olowalu.03m.1999","Olowalu.03m.Q3.MC.08","1999","2000",1,0,0,1,"growth",0.573280851353725,0.273118537114725,0.328650934528851,-0.300162314238999,-0.774104080483362
"6929","Ma","Olow","03m","Q3","MC","09",3,"S","S",1999,1.312723,4.384632,2000,2.726232,6.670937,1,"growth",0,59.985731,255.457788,0,"Olowalu","03m","Olowalu.03m","Olowalu.03m.Q3","Olowalu.03m.Q3.1999","Olowalu.03m.1999","Olowalu.03m.Q3.MC.09","1999","2000",1,0,0,1,"growth",0.272103605813367,1.00292043603598,0.0740403722966363,0.73081683022261,-0.774104080483362
"7015","Ma","Olow","07m","Q1","MC","03",7,"S","S",1999,22.138466,24.172677,2000,38.937778,49.055319,1,"growth",0,614.601091,1339.678943,0,"Olowalu","07m","Olowalu.07m","Olowalu.07m.Q1","Olowalu.07m.Q1.1999","Olowalu.07m.1999","Olowalu.07m.Q1.MC.03","1999","2000",1,0,0,1,"growth",3.09731663852055,3.66196493616905,9.59337035925624,0.564648297648505,-0.248295127148148
"7026","Ma","Olow","07m","Q1","MC","11",7,"S","S",1999,10.910658,16.400208,2000,4.86,8.924096,1,"growth",0,614.601091,1339.678943,0,"Olowalu","07m","Olowalu.07m","Olowalu.07m.Q1","Olowalu.07m.Q1.1999","Olowalu.07m.1999","Olowalu.07m.Q1.MC.11","1999","2000",1,0,0,1,"growth",2.389740109667,1.5810384379124,5.71085779175126,-0.8087016717546,-0.248295127148148
